职位编号,职位名称,公司全称,公司简称,公司规模,所属领域,融资阶段,公司标签,职位类型,第二职位类型,技能标签,职位标签,发布时间,城市,区域,薪资,薪酬月数,工作经验,学历要求,职位福利,简历处理速度,职位描述,平均月薪
4767485,高级产品经理,上海卫莎网络科技有限公司,Versa,50-150人,"移动互联网,文娱丨内容",A轮,"['年底双薪', '股票期权', '帅哥多', '扁平管理']",产品|需求|项目类,产品经理,"['产品设计', '视频']","['移动互联网', '视频', '产品设计', '视频']",2020-09-30 21:29:24,上海,徐汇区,20k-30k,0,5-10年,本科,"AI,扁平化,弹性工作,交通方便",32,"工作职责：
1.  负责公司产品的调研、分析及设计，跟踪、分析、挖掘产品的客户需求，并能结合公司整体的业务策略进行需求评估。
2.  根据市场需求和变化制定产品的产品开发计划，独立编写产品需求，结合用户需求提出产品优化及创新需求并进行产品功能设计 , 制作产品原型设计图以及产品功能设计文档。
3.  与研发团队紧密配合、协调推进达成产品目标。 
4.  负责监测、整理与分析用户需求、竞品动态与行业情况。
任职要求：
1.   计算机、设计专业本科及以上学历。
2.   5年以上互联网/移动互联网从业经验，有美图类、视频类、时尚文化类项目经验者优先。
3.   对移动互联网运作方式有深刻理解和认识，主导过移动（webapp、iOS、Android等）产品的产品设计和规划。
4.   擅长产品设计，UX, UED，产品功能开发等。 
5.   敏锐的商业意识，良好的客户需求分析、挖掘能力，丰富的产品规划经验，能承受较大的工作压力。
6. 较强项目驱动能力，沟通能力，执行能力及团队合作精神。
7. 会熟练使用PS和PR等图片、视频软件者优先。

Versa是什么？
“马卡龙”是APP Store的2018最佳APP。零门槛的图片算法创作工具。
 
Versa可以做什么？掌上PS，掌上AE，实时发丝级人物抠像。
 
谁创造了Versa？格瓦拉产品合伙人CEO蔡天懿，华为芯片算法科学家CTO赵维杰共同创立。
 
谁在支持Versa？各轮次融资方分别为：真格、红杉、腾讯、B站。目前是B轮。

Versa的福利有多好？
今年年会，我们全员（还带着所有实习生）去布拉格玩了一整周。",25.0
6838959,产品经理,上海壹账通金融科技有限公司,平安金融壹账通,2000人以上,金融,上市公司,"['绩效奖金', '专项奖金', '五险一金', '带薪年假']",产品|需求|项目类,产品经理,['产品设计'],['产品设计'],2020-10-02 00:00:29,深圳,福田区,15k-25k,0,3-5年,本科,大平台，高福利,0,"工作职责 :
1、参与规划和设计银行贷款核心系统模块业务流程和业务功能，形成标准化产品和功能模块。2、根据客户反馈编写系统业务需求，跟踪系统开发和投产实施3、编写产品相关管理制度、业务流程、操作手册和制度文档4、配合项目实施团队提供业务支持，包括业务咨询、测试、培训、投产业务指导

任职资格 :
1、大学本科及以上学历，金融或计算机专业；2、3年以上金融科技或银行产品经理工作经验，熟悉银行贷款核心系统，了解贷款全流程并有产品设计和实施经验；3、良好的沟通、表达、组织能力和团队合作意识；精通PPT、EXCEL等常用办公软件。4、熟悉神州数码新一代核心银行产品者优先",20.0
2641629,产品经理,深圳市众云网有限公司,众云网,50-150人,"企业服务,信息安全",不需要融资,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",产品|需求|项目类,产品经理,['项目管理'],['项目管理'],2020-09-30 11:38:47,深圳,南山区,8k-16k,0,1-3年,本科,研发体系核心团队成员,37,"1、负责公司互联网产品的规划和推动实施，产品涉及PC端与移动端；2、负责编写产品需求说明书及策划产品原型，协助开发团队理解和掌握需求，对产品需求方向和易用性负责；3、持续挖掘用户需求进行产品创新，合理规划产品发展与功能规划，协调资源推动产品功能实施，持续优化产品；4、负责相关系统开发进度把控，对系统开发进度及质量负责；5、负责跨部门协调和沟通，推动UI、开发、测试、运营等人员紧密合作达成产品目标。
要求1、三年以上互联网产品研发、实施、管理经验者，或流程梳理经验；2、良好的互联网产品的管理能力与策划能力，较好的交互、视觉等设计能力；3、较好的互联网技术理解力，同时具备一定的产品运营能力；4、熟悉ERP/CRM系统需求，规划和设计产品功能、使用流程与交互体验；5、能够根据数据分析等方法深刻理解用户的行为模式；6、熟悉Axure、Visio、Photoshop等原型工具，熟悉html语言，能撰写清晰的产品需求文档；7、有汽车行业或移动互联网相关工作经验者优先考虑。",12.0
7731910,高级产品经理,易协云（杭州）科技有限公司,蚂蚁分工,15-50人,"企业服务,数据服务",A轮,"['股票期权', '带薪年假', '定期体检', '年度旅游']",产品|需求|项目类,产品经理,"['需求分析', '企业软件', 'B端产品']","['需求分析', '企业软件', 'B端产品']",2020-09-29 15:21:11,杭州,余杭区,20k-30k,0,5-10年,本科,创业公司A轮，氛围好,11,"岗位要求：
1、负责互联网SAAS产品的需求梳理与模式设计；
2、参与产品的版本规划与迭代工作；
3、对各行业业务进行业务与产品的结合梳理，组织设计新迭代内容；
4、按照公司发展方向不断推出新产品、新思路。
任职要求：
1、五年以上互联网产品经理从业经历；
2、有独立的产品设计能力、对产品设计有准确的用户目标；
3、对企业服务软件有独到的设计能力，有项目管理相关软件经验者优先；
4、有产品模式不断变化的追求和能力。",25.0
7756104,产品经理,北京宏瓴科技发展有限公司,北京宏瓴科技发展有限...,15-50人,"数据服务,其他",A轮,"['周末双休', '股票期权', '带薪年假', '年终奖金']",产品|需求|项目类,产品经理,"['需求分析', '竞品分析', '产品设计', '交互设计']","['需求分析', '竞品分析', '产品设计', '交互设计']",2020-09-30 18:44:39,北京,大兴区,10k-20k,13,3-5年,本科,周末双休 节日福利 氛围好 扁平化 期权股票,100,"工作职责：
1. 主要负责大型车联网及大数据服务相关功能模块的设计与产品规划工作，负责中台、前端、APP、大数据等的产品规划、管理和创新，支撑市场服务业务；
2. 整合公司和外部资源形成服务产品，为业务应用提供服务能力，进行产品规划，实现产品设计、落地和上线，持续改善优化产品；
3. 与各业务线进行密切沟通，调动内外部资源，推进产品上线，提升用户体验，扩大市场份额；
4. 沟通协作商务、技术、测试等相关人员，完成产品的实现执行，包括需求调研、分析，产品原型设计，PRD 及 MRD 撰写等，推动完成产品上线并持续迭代；
5.根据公司业务发展规划、客户需求和日常数据运营和监控，分析提出优化方案。

任职要求：
1.统招本科及以上学历，3 年以上产品经验，有 to B &amp; to C，0-1 的产品经验；
2. 具备良好的数据需求分析和数据模型设计能力，能独立完成 PRD 等标准产品文档撰写，能熟练的使用数据查询语句；
3. 有较强的沟通能力和逻辑思维能力，有较强的责任心和快速学习能力；
4. 适应创业公司氛围，具有创新精神，抗压能力和执行力，能自我驱力，高效快速的应对变化；
5.熟练使用 MindManage/Xmind、Visio、PowerPoint、Excel、Axure RP 等软件；
6. 对新技术有持续的热情，有大规模物联网，车联网行业经验和驾驶经验着优先。",15.0
7699763,产品经理,上海云简软件科技有限公司,云简,50-150人,"移动互联网,企业服务",B轮,"['股票期权', '绩效奖金', '带薪年假', '弹性工作']",产品|需求|项目类,产品经理,"['产品设计', '需求分析', 'SaaS', 'B端产品']","['企业服务', '移动互联网', '产品设计', '需求分析', 'SaaS', 'B端产品']",2020-09-28 17:05:34,上海,浦东新区,15k-30k,0,1-3年,本科,五险一金，股票期权，带薪休假，项目奖金,28,"岗位职责:
1、负责业务财务一体化平台需求的规划和设计、撰写产品文档并绘制原型图；
2、推进跨部门协调沟通工作，确保产品按时完成并高质量上线；
3、产品和新功能发布对内和对外输出和培训；
4、协助产品总监制定产品规划和路线图。

任职资格：
1、本科及以上学历（要求211 985学校背景），2年以上软件产品设计经验，有B端产品、ERP产品、财务软件经验优先；
2、能够独立完成产品调研、产品设计、需求文档；
3、具备较强的逻辑思维能力、学习创新能力、数据分析能力和语言表达能力；
4、能够熟练使用Office，Axure，Sketch，visio等工作软件；
5、具备良好的跨部门协作和沟通能力。


Q：我们是什么公司？
A：云简科技是一家专注于SaaS领域的企业服务软件公司。我们深耕于财务智能化领域，满足企业对于报销、费控与财务共享的业务需求。使管理层掌控运营，降本节流；实现财务基础核算自动化，成为业务助手；为员工带来极速畅快的报销体验。目标成为世界一流的企业服务互联网公司。
Q：我们的团队背景？
A：业务核心团队来自于SAP，Oracle，四大 等业内知名企业，具有丰富的世界500强企业服务经验。
Q：公司目前发展阶段？
A：公司先后获得正和岛、Recruit、京东金融和紫竹***高新产业园区的认可和投资，处于快速发展阶段，目前已完成B轮融资。
现已帮助近200家大中型企业实现财务业务化繁为简、降本增效。
Q：我们在哪里？
A：位于耀元路58号环球都会广场，临近黄浦江。欢迎加入成为云简er，工作赏景两不误。

PS：投简历前须知：
• 首先希望你了解你自己内心的梦想，你是否愿意加入酷毙（苦逼）的创业公司和我们一起追求梦想！ 还是愿意惬意（机械地）地在大（老）公司当一个高级白领（螺丝钉），追求着Work Life Balance的所谓小资生活。
• ownership是我们最重视的，和团队队员臭味相投，每个队员都是企业的参与者！同时你要有以一当十的心理准备，随时照顾你同伴的后背！
＊我们重视队员的身体：商业保险、带薪病假
＊我们重视员工的小情绪：茶歇、节日礼品
＊我们也重视员工的凝聚力：各种team building
＊最重要的，我们重视你的成长和收获：各种培训、优秀员工奖励、股权激励！
这里有稳定和谐的团队氛围，这里有足以征服你的技术leader，这里也有相对自由的创造环境，欢迎志同道合者加入我们！",22.5
7029697,高级产品经理,成都中科慧源科技有限公司,中科慧源,150-500人,"企业服务,数据服务",不需要融资,"['股票期权', '专项奖金', '岗位晋升', '五险一金']",产品|需求|项目类,产品经理,"['产品设计', '产品策划', '项目管理', '数据分析']","['产品设计', '产品策划', '项目管理', '数据分析']",2020-09-28 15:53:23,成都,高新区,12k-18k,0,5-10年,本科,弹性工作、岗位晋升、稳定大平台、福利丰厚,77,岗位职责：1、规划软件产品发展方向，负责软件产品线策略的制定、实施及产品生命周期管理，形成公司的产品体系，满足客户体验和市场需求，支撑公司发展战略；2、负责软件产品可用性设计，包括用户研究、软件交互设计，并进行完整产品的用户测试及用户反馈的分析，推动产品体验的提升；3. 进行市场调研、竞品分析，把握行业发展趋势，有一定的前瞻性思考；理解客户的各种角色，进行用户分析；总结最佳业务实践，总结业务知识。4. 产品规划，多产品布局和协同，产品架构设计，合理进行产品资源分配；清晰总结和表达产品特性、亮点，配合市场宣传，配合销售和解决方案更好地获取客户。5. 培养和指导产品经理；保持产品团队良好协同和分工；与技术、市场、销售部门保持良好的协作，对产品的各项运营指标负责。任职资格：1、统招本科及以上学历，在IT行业6年以上产品管理经验，3年以上团队管理经验；2、具有大型B端平台产品经验 ，具备优秀的商业闭环的逻辑思维和能力；3、具有一定个人影响力，优秀的沟通协调能力，抗压能力强；具备数据分析和数据洞察能力4、同时具备软件产品设计、硬件产品管理经验者优先，有SASS系统、消费电子、智能硬件类产品经验者优先。,15.0
7663858,erp产品经理,深圳市三特科技有限公司,三特科技,50-150人,移动互联网,不需要融资,"['绩效奖金', '股票期权', '超高项目奖金', '老板是土豪']",产品|需求|项目类,产品经理,"['需求分析', '产品设计', '企业软件', 'ERP']","['企业服务', '工具软件', '需求分析', '产品设计', '企业软件', 'ERP']",2020-09-29 16:03:25,深圳,南山区,15k-25k,0,3-5年,本科,年轻的企业文化、扁平化架构、竞争力薪资,56,"工作职责：
1、主导公司产品推广实施； 
2、负责撰写、审核项目各阶段关键性文档和报告； 
3、负责项目的统筹把控，确保实施过程规范性及项目按计划完成；及时发 现并跟踪解决项目问题，有效管理项目风险，确保项目顺利验收及最终用户满意 度；
4、进行项目成本控制，定期跟踪成本及利润状态；
5、负责内部团队搭建及异地团队招募； 
6、负责多级实施团队管理，团队工作分配，项目分配、绩效考核及目标达 成；
7、定期向上级领导汇报项目进展情况； 
8、了解并熟悉企业典型的采购、销售、分销、仓储、物流、财务结算等业 务流程；
9、完成 ERP 系统各个功能模块的详细产品需求文档的编写；
 10、负责 ERP 系统相关产品的详细规划与设计、研发，以及整个产品线的生 命周期管理； 
11、依据需求分析文档，对技术开发结果进行需求验证，并对业务部门相关 使用、培训给予支持；
 12、管理各业务部在企业后台的所有操作权限，并应业务部门要求定期给予 培训；
13、负责产品团队的建设与人才培养, 打造具有凝聚力的产品团队； 
14、按时按质完成上级领导交办的其它工作。

任职要求：
1、本科及以上学历，3年及以上产品策划经验；
2、有企业管理系统产品设计经验，如CRM，HR，ERP等；
3、熟练使用office系列办公软件，能够用Axure，visio， mindmanager；
4、熟练掌握产品需求分析、设计的技巧，对交互设计过程有深入的了解
5、具备较强的逻辑思维能力、学习创新能力、数据分析能力、语言和文字表达能力；
6、良好的沟通协调技巧和跨部门团队合作意识

以下为加分项：
1、有成功的产品策划案例者；
2、对制造业生产流程及管理有深入了解。",20.0
7778408,产品经理,拉勾外包,拉勾外包,500-2000人,企业服务,D轮及以上,[],产品|需求|项目类,产品经理,"['需求分析', '用户研究', '数据分析']","['需求分析', '用户研究', '数据分析']",2020-09-30 17:02:12,广州,黄埔区,10k-15k,0,3-5年,本科,五险一金,0,"工作职责：
1、需求调研及用户行为分析，提升产品用户满意度和优化用户体验；
2、确定产品功能、流程、用户体验以及实施解决方案；
3、撰写调研报告，绘制产品原型图，编写相关需求文档；
4、日常项目跟踪，确保项目成果符合交付要求；
任职要求：
1、本科以上学历，丰富产品经理经验；
2、熟悉互联网产品实现过程，包括市场分析、需求分析、产品功能设计、业务流程设计、界面设计和可用性测试等；
3、具备产品架构设计能力，熟练掌握Office、Axure（重点）、XMind等常用工具；
4、对文档撰写、编写产品手册有丰富经验，要求要有良好的文字功底；",12.5
7032767,产品经理,杭州辛橙信息科技有限公司,辛橙科技,500-2000人,电商,未融资,[],产品|需求|项目类,产品经理,"['需求分析', '项目管理', '数据分析', '交互设计']","['需求分析', '项目管理', '数据分析', '交互设计']",2020-10-01 09:36:47,杭州,萧山区,30k-40k,0,5-10年,本科,一线网红公司期待牛人加入~,0,"岗位职责：
1、产品规划及落地：确定目标市场、产品定位，发展规划及路线图； 
2、市场调研及需求研究：根据项目需求组织用户调研，进行竞品分析、行业分析并形成指导性报告； 
3、项目管理：组织相关部门进行需求评估并确认开发周期，协调各方，推进产品开发设计进度，确保产品按计划完成；
4、负责产品全生命周期管理，协调研发、供应链、销售进度及并进行数据分析，及时调整策略并推动实施。 

任职资格： 
1、统招本科学历，5年以上产品经理经验，有独立完整成功的产品规划经验；
2、有较丰富的项目管理经验，团队协作能力强； 
3、优秀的资源整合和业务推进能力，抗压力强。",35.0
7261184,产品经理,北京亿和博嘉教育科技有限公司,亿和博嘉教育,50-150人,"教育,医疗丨健康",未融资,"['带薪年假', '定期体检', '弹性工作', '美女多']",产品|需求|项目类,产品经理,"['产品策划', '需求分析', '产品设计']","['教育', '医疗健康', '产品策划', '需求分析', '产品设计']",2020-09-30 15:10:09,北京,朝阳区,10k-15k,0,3-5年,本科,互联网医疗行业 节日福利 有挑战,97,"岗位职责：
1. 负责卫生基层、医学教育业务PC平台相关系统的框架及功能设计；
2. 根据业务需求，完善产品方案，推动业务系统改进方向的决策，制定项目产品计划；
3. 根据业务需求场景，对需求特性进行细化和完善，负责原型设计及相关文档编写；
4. 负责与技术研发团队紧密配合，协调相关资源，推进产品研发，达成产品和业务目标；
5. 独立负责卫生医学类B端产品的调研分析、数据统计、系统拆解。
 
任职要求：
1、本科及以上学历，3年以上工作经历
2、有相关医学类、教育类或其他B端产品类从业经验； 
3、熟悉产品或项目实现流程，具备优秀的服务设计意识； 
4、主动性强，具备优秀执行力、沟通力，能够快速学习掌握业务变化；
5、熟练使用产品设计工具，具有成熟的系统设计能力和流程规划能力；
 
工作地点
北京朝阳区北标德诚商务中心四楼",12.5
7765228,高级产品经理,北京亿和博嘉教育科技有限公司,亿和博嘉教育,50-150人,"教育,医疗丨健康",未融资,"['带薪年假', '定期体检', '弹性工作', '美女多']",产品|需求|项目类,产品经理,"['产品策划', '需求分析', '原型设计', '项目管理']","['教育', '医疗健康', '产品策划', '需求分析', '原型设计', '项目管理']",2020-09-30 15:10:09,北京,朝阳区,20k-30k,0,5-10年,本科,互联网医疗行业 节日福利 有挑战,97,"岗位职责
1. 负责互联网医疗c端用户产品规划设计工作。
2. 深入挖掘线上、线下行业场景，策划产品敢于创新。
3. 较好的沟通和项目推动能力，同时具有较佳的产品原型设计能力。
4. 对用户的健康、医疗需求进行深入跟踪和研究。

任职资格
1、具有互联网医疗产品规划、设计经验，能够准确掌握用户需求。
2、有完整的医疗移动端产品经验，如预约挂号、在线问诊等。
3、编写产品文档，包括xmind、Visio、axure以及prd，并组织评审、开发，管理产品版本的全周期。
4、统招本科及以上学历，5年以上工作经验。
5、可接受短期出差。",25.0
7568590,产品经理,西安纳沃信息科技有限公司,西安纳沃信息科技有限公司,15-50人,文娱丨内容,未融资,[],产品|需求|项目类,产品经理,"['数据分析', '用户研究', '需求分析', 'C端产品']","['移动互联网', '音乐', '数据分析', '用户研究', '需求分析', 'C端产品']",2020-09-30 23:46:50,西安,雁塔区,9k-13k,0,3-5年,本科,如果你有想法并有将想法实现的能力，来！,9,"岗位职责
1、负责公司健康健美类App产品线规划（包括now冥想C端及相关联产品等）及产品发展方向的整体把握和工作部署，结合公司发展战略，全面策划及统筹产品，明晰定位、目标、策略并落实、实施；
2、把握相关领域的发展趋势，深入研究用户，分析跟踪竞争对手，定期完成分析报告或产品竞争战略和计划；
3、负责制定产品需求并带领技术等相关团队实现上线。定期与产品运营、内容等部门沟通，确保各个协作部门对产品充分的理解；
4、协调并推动各环节人员一起，综合优化利用各种技术手段，完成产品研发；
5、组织产品与运营模式的内外部调研分析，进行用户数据分析并找到对应的提升方案，为决策提供核心依据；
6、分析上线产品的运营数据，定期组织分析、撰写产品运营分析报告，提出产品改进意见，不断完善在线产品、持续改善用户体验；
任职要求：
1.3年以上移动互联网C端（音视频、电台、社交相关等工具）产品经验，有相关产品案例和经验优先；
2.熟悉移动互联网行业，能够正确把握行业发展趋势、产品趋势；
3.丰富的独立产品设计经验；对产品运营的各阶段熟悉；
4.逻辑清晰，善于沟通，有出色的学习、分析能力和洞察力；
5.喜欢健康健美领域；负责过出海app更佳
6.有良好的团队协作能力；
7.本科以上学历，优秀者可放宽。",11.0
7781184,产品经理,杭州我爱我家房地产经纪有限公司,杭州我爱我家,2000人以上,"消费生活,其他",不需要融资,[],产品|需求|项目类,产品经理,"['数据分析', '流程设计', '交互设计', '产品设计']","['数据分析', '流程设计', '交互设计', '产品设计']",2020-09-29 14:03:31,杭州,下城区,20k-35k,14,5-10年,本科,"发展空间大，领导nice,同事可爱",0,"工作职责:
【职位描述】
1、负责产品规划及产品发展方向的整体把握和工作部署，结合公司发展战略，全面策划及统筹产品的发展规划，明晰定位、目标、策略并落实、实施。
2、调研用户需求，制定产品规划，协调组织设计、开发、测试资源推动产品完成发布；
3、同内部业务团队对接，推进产品研发工作，及时发现问题和机会，提出产品思路和解决方案，并推动产品持续改进；
4、有一定数据分析能力，能用数据推动产品优化改进；
5、负责在项目推进过程中的跨部门协调沟通工作，能够协调各资源以确保产品顺利发展；
6、分析上线产品的运营数据，定期组织分析、撰写产品运营分析报告，提出产品改进意见，不断完善在线产品、持续改善用户体验。



任职资格:

【职位要求】
要求：
1、计算机相关专业本科及以上学历，5年以上相关产品设计工作经验，有开发工作者优先；
2、精通产品交互设计的相关流程，包括功能分析、用户角色分析、原型设计、界面开发、易用性测试等；
3、出色的表达能力，文档写作能力和产品原型表现能力；
4、具备良好的数据与竞争对手分析能力，能够对自有产品提出整改计划；
5、有较强的敬业精神，责任心及良好的沟通能力和团队合作精神，具有较强的学习能力和洞察力；
6、想象力丰富，有创意、有激情。",27.5
7764923,产品经理,广州爱拍网络科技有限公司,爱拍科技,150-500人,文娱丨内容,D轮及以上,"['团队牛掰', '企业文化温馨', '绩效奖金丰厚', '内部孵化项目']",产品|需求|项目类,产品经理,"['产品策划', '需求分析', '竞品分析', '用户研究']","['游戏', '社交', '产品策划', '需求分析', '竞品分析', '用户研究']",2020-09-29 11:50:33,广州,天河区,7k-10k,13,1-3年,本科,团队气氛佳 发展前景好,64,"工作岗位内容描述：
1、产品执行策划，包括需求沟通、原型策划、撰写PRD、设计产品规则与逻辑等；
2、项目推进，与设计、开发、测试人员沟通和跟进产品需求，确保进度；
3、通过收集用户需求、整理分析数据、对接运营部门，持续优化和改进产品。

岗位职责要求：
1、本科以上学历，1年以上互联网行业产品经验；
2、优秀的逻辑思考、数据分析能力，能够准确理解需求、发掘问题；
3、有独立完成需求分析、原型策划、文档撰写的能力；
4、熟悉APP研发流程，对互联网产品的技术实现有一定了解；
5、对用户体验、交互设计有执着的打磨精神，对用户心理有较为准确的理解；
6、强烈的目标驱动意识，学习能力强、应变能力强、抗压能力强、沟通能力强。

如果你有以下一项或多项经验会更适合我们：
1、有语音直播、语音聊天室、C2C电商相关产品经验者优先；
2、重度游戏玩家，对市面上的主流网游、手游、主机游戏等“游龄”丰富。",8.5
7656092,产品经理,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,不需要融资,"['带薪年假', '计算机软件', '管理规范', '定期体检']",产品|需求|项目类,产品经理,"['Axure', 'Visio', '用户增长', '产品策划']","['Axure', 'Visio', '用户增长', '产品策划']",2020-09-28 10:26:28,深圳,宝安区,15k-23k,0,3-5年,本科,vivo互联网 六险一金,0,"岗位职责：
1、负责用户调研、需求挖掘和收集，不断分析客户在广告投放中的痛点，以及挖掘潜在的需求；
2、负责做好竞品监控和产品能力调研，能结合现状分析和历史经验沉淀，挖掘适合平台的创新产品能力；
3、负责广告平台工具产品的设计和策划工作，结合信息流场景特点，搭建基于效果的创意相关工具，提升广告投放效率效果，提升平台收入；
4、协调各方资源，推动产品落地，配合产品运营，处理客户使用反馈；
岗位要求
1、熟练使用visio、Axure等产品策划相关工具；
2、有信息流广告投放、产品运营及产品策划经验者优先；
3、具有较强的学习、逻辑思维、跨团队沟通能力、创新及抗压能力；",19.0
6410851,产品经理,上海阑途信息技术有限公司,途虎养车网,2000人以上,汽车丨出行,D轮及以上,"['技能培训', '节日礼物', '岗位晋升', '领导好']",产品|需求|项目类,产品经理,"['产品设计', '需求分析']","['产品设计', '需求分析']",2020-09-29 17:29:27,上海,闵行区,30k-50k,0,5-10年,本科,五险一金 晋升空间,10,"岗位职责
1、负责产品规划、需求梳理、原型设计及PRD等相关文档输出；
2、研究市场，定期对自身产品、整体行业、竞争对手等进行数据分析并评估，深入了解用户，并提出产品改善计划；
3、组织资源实施产品设计，跟进整体研发进度并对其结果负责；
4、负责制定产品迭代及版本规划，推进研发进度，制定合理排期；
5、负责当前产品的优化与功能完善，提升操作效率及用户体验；
6、帮助团队成员理解需求、组织需求评审。

任职要求
1、本科及以上学历，丰富的O2O电商行业经验，5年以上产品经理任职经验；
2、优秀的创新能力、逻辑思维能力，深度理解用户需求和市场现状； 
3、具备熟练的数据分析、总结能力，能够通过各种数据的收集、归纳、分析对产品的设计和运营进行及时的调整及改进； 
4、出色的文字和口头表达能力，能够清楚地表达关键信息，善于沟通，具备优秀的团队合作能力； 
5、具备优秀的产品设计能力，可熟练使用相关软件；
6、具有较好的学习能力，能快速了解公司的业务形态和多产品系统之间的关系，从而推动产品研发进行项目推进；",40.0
7684314,产品经理,上海阑途信息技术有限公司,途虎养车网,2000人以上,汽车丨出行,D轮及以上,"['技能培训', '节日礼物', '岗位晋升', '领导好']",产品|需求|项目类,产品经理,['产品策划'],"['汽车', '产品策划']",2020-09-29 17:29:25,上海,闵行区,20k-30k,0,3-5年,本科,发展前景好,10,"职责
1.负责二手车C2B平台运营能力搭建，致力于通过系统来提升平台运行效率；
2.管理产品生命周期，把控系统发展方向是健康、可扩展地、自适应不断增长的业务规模；
3.与需求方及协作部门保持紧密沟通，负责需求跟踪和管理，分析、引导和完善需求；
4.负责与研发部门进行需求分析和分解，确保高质量完成项目落地；
5. 深入了解和关注产品核心数据，对所负责项目结果进行定期复盘，以数据驱动产品功能的迭代和体验的优化；


要求
1. 3年左右产品相关工作经验，本科以上学历，211/985优先；
2. 丰富的业务系统产品规划经验，擅长降本提效，能够将复杂业务场景，抽象为系统功能；
3. 善于沟通协调，对业务规则进行很好的梳理和理解，抓住需求本质深度沟通；
4. 良好的主人翁精神，独挡一面承担一个或多个模块的产品工作；
5. 较强的数据分析能力，对数据敏感，有良好的产品运营意识。",25.0
7693473,产品经理,杭州知衣科技有限公司,知衣科技,50-150人,"移动互联网,电商",A轮,"['大牛团队', '扁平管理', '年底双薪', '股票期权']",产品|需求|项目类,产品经理,"['产品策划', 'B端产品']","['产品策划', 'B端产品']",2020-09-30 16:59:24,杭州,萧山区,15k-25k,0,3-5年,本科,大牛团队,100,"负责直播数据产品的需求调研、产品设计、产品迭代上线

要求：
三年及以上全职产品经验
具有b端产品经验的优先",20.0
7580136,产品经理,杭州知衣科技有限公司,知衣科技,50-150人,"移动互联网,电商",A轮,"['大牛团队', '扁平管理', '年底双薪', '股票期权']",产品|需求|项目类,产品经理,"['产品策划', '需求分析', '竞品分析', '交互设计']","['产品策划', '需求分析', '竞品分析', '交互设计']",2020-09-30 16:59:20,杭州,萧山区,15k-30k,0,3-5年,本科,大牛团队、大数据产品,100,"岗位职责：
1、负责时尚图片资讯类和智能设计工具类等以提升服装设计师找图和设计效率为目标的产品，业务涉及网页端和移动端等终端。
2、完成服装设计师及服装企业的需求调研及分析，将需求转化为高品质的产品设计或解决方案。
3、协调开发、测试和运营等资源推动产品需求落地，为最终结果负责。
4、能对日常用户反馈问题进行及时跟进和解答，并提炼共性部分，形成产品方案并落地。
5、理解行业趋势、把握行业动态、持续规划、优化、迭代以满足服装行业中不同场景下的需求。

职位要求：
1、本科及以上学历，具有3年以上产品设计工作经验，可以独立完成整个产品规划和设计工作。
2、对行业和客户有深刻理解，能快速理解和挖掘需求，并提出有的行之有效的解决方案。
3、强烈的责任心和执行力，拥有优秀的沟通能力，乐于不断学习和积极主动的沟通意识。
4、良好的抗压能力，能适应快节奏高强度的工作方式。
5、具有服装行业相关经验背景，有内容分发、设计工具、saas等产品经验者优先考虑。",22.5
6939456,产品经理,北京中电博亚科技有限公司,中电博亚,50-150人,"电商,游戏",A轮,"['绩效奖金', '年底双薪', '五险一金', '通讯津贴']",产品|需求|项目类,产品经理,"['产品设计', '后台产品', 'B端产品']","['电商', '游戏', '产品设计', '后台产品', 'B端产品']",2020-09-30 18:27:14,北京,海淀区,15k-25k,0,5-10年,本科,奖金福利 扁平管理 带薪年假 弹性工作制,100,"岗位职责：

1.负责游戏平台后台产品功能设计；

2.面向B+C端用户并评估B端产品需求；

3.协助参与游戏平台产品设计及开发；

4.协助研发和测试部门完成产品开发及测试；

5.协助运营及商务部门提升后端产品运营效率；





任职要求：

1.全日制统招本科及以上学历，具有3年以上后端平台类产品经验；

2.有游戏平台、开放平台经验优先考虑；

3.热爱主机和PC游戏（重度玩家优先）；

4.对数据有极强的敏感性；







如果您成为我公司员工，您将获得：

薪资：中电博亚将为员工提供行业内有竞争力的薪酬，确保优秀员工获得更多的认可和激励；

奖金：优秀的您将共享公司的经营业绩，奖金额度与公司年度收益及个人绩效挂钩；

基本保障福利：公司按照国家规定为员工缴纳社会保险及公积金（五险一金）；

额外补充福利：餐补、车补、话费补等日常津贴；

休假：相对弹性工作制；每周双休；除国家规定的法定节假日外，将给予额外的带薪年假和带薪病假。







我们虽然独树一帜，却并不冰冷；

我们虽然行事严谨，却并不死板；

我们不害怕年轻，只害怕创意枯竭;

我们不害怕失败，只害怕止步不前；

我们喜欢朝气蓬勃的你，一起用对游戏的热爱一起创造辉煌；

我们喜欢无所畏惧的你，前人没有走过的路就让我们来开辟；

那个关于游戏的梦想，你还记得吗？

我们期待你的加入！",20.0
